product_name,size,milk,whip,serv_size_m_l,calories,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugar_g,caffeine_mg,calories_per_ml,sugar_to_calorie_ratio,Beverage_Category
Iced Caffè Mocha,tall,Coconut,1,354,270,10.0,7.0,0.2,30,160,43,1,41,75,0.7627118644067796,0.15185185185185185,Other
Iced Caffè Mocha,grande,Nonfat,0,473,270,1.0,0.5,0.0,0,230,61,1,59,110,0.5708245243128964,0.21851851851851853,Other
Iced Caffè Mocha,grande,Nonfat,1,473,390,12.0,8.0,0.3,45,240,65,1,61,110,0.8245243128964059,0.1564102564102564,Other
Iced Caffè Mocha,grande,2%,0,473,290,3.0,1.5,0.1,10,230,61,1,58,110,0.6131078224101479,0.2,Other
Iced Caffè Mocha,grande,2%,1,473,400,14.0,9.0,0.4,50,240,65,1,61,110,0.8456659619450317,0.1525,Other
Iced Caffè Mocha,grande,Whole,0,473,300,4.0,2.5,0.1,10,230,61,1,58,110,0.6342494714587738,0.19333333333333333,Other
Iced Caffè Mocha,grande,Whole,1,473,410,15.0,9.0,0.4,50,240,65,1,61,110,0.8668076109936576,0.14878048780487804,Other
Iced Caffè Mocha,grande,Soy,0,473,280,2.5,0.5,0.0,0,220,60,2,56,110,0.5919661733615222,0.2,Other
Iced Caffè Mocha,grande,Soy,1,473,390,14.0,8.0,0.3,40,230,63,2,58,110,0.8245243128964059,0.14871794871794872,Other
Iced Caffè Mocha,grande,Coconut,0,473,270,3.0,2.5,0.0,0,220,60,1,57,110,0.5708245243128964,0.2111111111111111,Other
Iced Caffè Mocha,grande,Coconut,1,473,390,14.0,9.0,0.3,40,230,63,1,60,110,0.8245243128964059,0.15384615384615385,Other
Iced Caffè Mocha,venti,Nonfat,0,709,360,1.0,0.5,0.0,5,300,81,2,77,140,0.5077574047954866,0.21388888888888888,Other
Iced Caffè Mocha,venti,Nonfat,1,709,480,12.0,8.0,0.3,45,320,84,2,80,140,0.6770098730606487,0.16666666666666666,Other
Iced Caffè Mocha,venti,2%,0,709,390,4.0,2.5,0.1,10,310,81,2,77,140,0.5500705218617772,0.19743589743589743,Other
Iced Caffè Mocha,venti,2%,1,709,500,15.0,9.0,0.5,55,320,84,2,80,140,0.7052186177715092,0.16,Other
Iced Caffè Mocha,venti,Whole,0,709,400,6.0,3.5,0.1,15,310,81,2,77,140,0.5641748942172073,0.1925,Other
Iced Caffè Mocha,venti,Whole,1,709,520,17.0,10.0,0.5,55,320,84,2,80,140,0.7334273624823695,0.15384615384615385,Other
Iced Caffè Mocha,venti,Soy,0,709,370,3.5,1.0,0.0,0,300,79,2,74,140,0.5218617771509168,0.2,Other
Iced Caffè Mocha,venti,Soy,1,709,490,15.0,8.0,0.3,40,310,82,2,76,140,0.691114245416079,0.15510204081632653,Other
Iced Caffè Mocha,venti,Coconut,0,709,360,4.0,3.5,0.0,0,300,79,2,75,140,0.5077574047954866,0.20833333333333334,Other
Iced Caffè Mocha,venti,Coconut,1,709,470,15.0,11.0,0.3,40,310,82,2,78,140,0.6629055007052186,0.16595744680851063,Other
Caffè Vanilla Frappuccino Light,tall,Nonfat,0,354,140,0.1,0.1,0.0,0,150,31,0,30,65,0.3954802259887006,0.21428571428571427,Frappuccino
Caffè Vanilla Frappuccino Light,grande,Nonfat,0,473,190,0.1,0.1,0.0,0,210,43,0,41,95,0.40169133192389006,0.21578947368421053,Frappuccino
Caffè Vanilla Frappuccino Light,venti,Nonfat,0,709,250,0.2,0.1,0.0,5,280,58,1,55,125,0.3526093088857546,0.22,Frappuccino
Caramel Frappuccino Light,tall,Nonfat,0,354,100,0.1,0.0,0.0,0,140,23,0,23,65,0.2824858757062147,0.23,Frappuccino
Caramel Frappuccino Light,grande,Nonfat,0,473,150,0.1,0.1,0.0,0,200,33,0,32,90,0.3171247357293869,0.21333333333333335,Frappuccino
Caramel Frappuccino Light,venti,Nonfat,0,709,200,0.1,0.1,0.0,5,270,44,0,43,120,0.2820874471086037,0.215,Frappuccino
Coffee Frappuccino Light,tall,Nonfat,0,354,90,0.1,0.0,0.0,0,160,2,0,19,70,0.2542372881355932,0.2111111111111111,Coffee
Coffee Frappuccino Light,grande,Nonfat,0,473,120,0.1,0.1,0.0,0,210,26,0,26,95,0.2536997885835095,0.21666666666666667,Coffee
Coffee Frappuccino Light,venti,Nonfat,0,709,160,0.1,0.1,0.0,5,270,34,0,33,120,0.22566995768688294,0.20625,Coffee
Espresso Frappuccino Light,tall,Nonfat,0,354,80,0.0,0.0,0.0,0,130,17,0,16,125,0.22598870056497175,0.2,Frappuccino
Espresso Frappuccino Light,grande,Nonfat,0,473,120,0.1,0.0,0.0,0,190,26,0,24,155,0.2536997885835095,0.2,Frappuccino
Espresso Frappuccino Light,venti,Nonfat,0,709,160,0.1,0.1,0.0,0,170,35,0,34,150,0.22566995768688294,0.2125,Frappuccino
Java Chip Light Frappuccino,tall,Nonfat,0,354,160,3.0,2.0,0.0,0,170,30,2,27,75,0.4519774011299435,0.16875,Frappuccino
Java Chip Light Frappuccino,grande,Nonfat,0,473,230,4.0,3.0,0.0,0,250,43,2,39,110,0.48625792811839325,0.16956521739130434,Frappuccino
Java Chip Light Frappuccino,venti,Nonfat,0,709,300,5.0,4.0,0.0,5,330,58,3,52,140,0.4231311706629055,0.17333333333333334,Frappuccino
Mocha Light Frappuccino,tall,Nonfat,0,354,120,0.5,0.4,0.0,0,150,24,1,23,70,0.3389830508474576,0.19166666666666668,Frappuccino
Mocha Light Frappuccino,grande,Nonfat,0,473,160,1.0,0.5,0.0,0,200,33,1,30,95,0.3382663847780127,0.1875,Frappuccino
Mocha Light Frappuccino,venti,Nonfat,0,709,220,1.0,0.5,0.0,5,290,46,2,42,130,0.31029619181946405,0.19090909090909092,Frappuccino
Blended Strawberry Lemonade,tall,None,0,354,160,0.1,0.0,0.0,0,120,40,0,39,0,0.4519774011299435,0.24375,Other
Blended Strawberry Lemonade,grande,None,0,473,200,0.1,0.0,0.0,0,160,52,1,50,0,0.42283298097251587,0.25,Other
Blended Strawberry Lemonade,venti,None,0,709,280,0.1,0.0,0.0,0,210,71,1,69,0,0.39492242595204513,0.24642857142857144,Other
Chai Crème Frappuccino Blended,tall,Nonfat,0,354,140,0.1,0.1,0.0,0,150,33,0,32,20,0.3954802259887006,0.22857142857142856,Frappuccino
Chai Crème Frappuccino Blended,tall,Nonfat,1,354,230,8.0,5.0,0.2,30,160,35,0,34,20,0.6497175141242938,0.14782608695652175,Frappuccino
Chai Crème Frappuccino Blended,tall,2%,0,354,160,2.0,1.0,0.1,10,160,32,0,32,20,0.4519774011299435,0.2,Frappuccino
Chai Crème Frappuccino Blended,tall,2%,1,354,240,10.0,6.0,0.3,40,170,35,0,34,20,0.6779661016949152,0.14166666666666666,Frappuccino
Chai Crème Frappuccino Blended,tall,Whole,0,354,170,3.5,2.0,0.1,10,150,32,0,32,20,0.480225988700565,0.18823529411764706,Frappuccino
Chai Crème Frappuccino Blended,tall,Whole,1,354,250,11.0,7.0,0.3,40,160,35,0,34,20,0.7062146892655368,0.136,Frappuccino
Chai Crème Frappuccino Blended,tall,Soy,0,354,150,1.5,0.2,0.0,0,150,31,0,29,20,0.423728813559322,0.19333333333333333,Frappuccino
Chai Crème Frappuccino Blended,tall,Soy,1,354,230,10.0,5.0,0.2,30,160,33,1,31,20,0.6497175141242938,0.13478260869565217,Frappuccino
Chai Crème Frappuccino Blended,tall,Coconut,0,354,140,2.0,2.0,0.0,0,150,31,0,30,20,0.3954802259887006,0.21428571428571427,Frappuccino
Chai Crème Frappuccino Blended,tall,Coconut,1,354,220,10.0,7.0,0.2,30,160,33,0,32,20,0.6214689265536724,0.14545454545454545,Frappuccino
Chai Crème Frappuccino Blended,grande,Nonfat,0,473,210,0.1,0.1,0.0,5,210,49,0,48,40,0.4439746300211416,0.22857142857142856,Frappuccino
Chai Crème Frappuccino Blended,grande,Nonfat,1,473,330,11.0,7.0,0.3,45,220,53,0,50,40,0.6976744186046512,0.15151515151515152,Frappuccino
Chai Crème Frappuccino Blended,grande,2%,0,473,230,2.5,1.5,0.1,10,220,49,0,48,40,0.48625792811839325,0.20869565217391303,Frappuccino
Chai Crème Frappuccino Blended,grande,2%,1,473,350,14.0,8.0,0.4,50,230,52,0,50,40,0.7399577167019028,0.14285714285714285,Frappuccino
Chai Crème Frappuccino Blended,grande,Whole,0,473,250,4.0,2.5,0.1,15,210,49,0,48,40,0.5285412262156448,0.192,Frappuccino
Chai Crème Frappuccino Blended,grande,Whole,1,473,360,15.0,9.0,0.5,55,220,52,0,50,40,0.7610993657505285,0.1388888888888889,Frappuccino
Chai Crème Frappuccino Blended,grande,Soy,0,473,220,2.0,0.3,0.0,0,210,47,1,45,40,0.46511627906976744,0.20454545454545456,Frappuccino
Chai Crème Frappuccino Blended,grande,Soy,1,473,340,13.0,7.0,0.3,40,220,50,1,47,40,0.718816067653277,0.13823529411764707,Frappuccino
Chai Crème Frappuccino Blended,grande,Coconut,0,473,210,2.5,2.5,0.0,0,210,47,0,46,40,0.4439746300211416,0.21904761904761905,Frappuccino
Chai Crème Frappuccino Blended,grande,Coconut,1,473,330,14.0,10.0,0.3,40,220,50,0,49,40,0.6976744186046512,0.1484848484848485,Frappuccino
Chai Crème Frappuccino Blended,venti,Nonfat,0,709,290,0.2,0.1,0.0,5,310,66,0,65,40,0.4090267983074753,0.22413793103448276,Frappuccino
Chai Crème Frappuccino Blended,venti,Nonfat,1,709,410,11.0,7.0,0.3,45,320,70,0,67,45,0.5782792665726375,0.16341463414634147,Frappuccino
Chai Crème Frappuccino Blended,venti,2%,0,709,330,4.0,2.0,0.1,15,320,66,0,65,45,0.46544428772919605,0.19696969696969696,Frappuccino
Chai Crème Frappuccino Blended,venti,2%,1,709,440,15.0,9.0,0.5,60,330,69,0,67,45,0.6205923836389281,0.15227272727272728,Frappuccino
Chai Crème Frappuccino Blended,venti,Whole,0,709,350,7.0,4.0,0.2,20,310,66,0,65,45,0.4936530324400564,0.18571428571428572,Frappuccino
Chai Crème Frappuccino Blended,venti,Whole,1,709,460,18.0,11.0,0.5,60,320,69,0,67,45,0.6488011283497884,0.14565217391304347,Frappuccino
Chai Crème Frappuccino Blended,venti,Soy,0,709,300,3.5,0.4,0.0,0,300,63,1,60,45,0.4231311706629055,0.2,Frappuccino
Chai Crème Frappuccino Blended,venti,Soy,1,709,420,14.0,7.0,0.3,40,310,66,1,62,45,0.5923836389280677,0.14761904761904762,Frappuccino
Chai Crème Frappuccino Blended,venti,Coconut,0,709,290,4.5,4.0,0.0,0,300,63,0,61,45,0.4090267983074753,0.2103448275862069,Frappuccino
Chai Crème Frappuccino Blended,venti,Coconut,1,709,400,16.0,11.0,0.3,40,310,66,0,64,45,0.5641748942172073,0.16,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Nonfat,0,354,200,3.0,2.5,0.0,0,190,39,2,36,10,0.5649717514124294,0.18,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Nonfat,1,354,280,11.0,7.0,0.3,30,200,42,2,39,10,0.7909604519774012,0.1392857142857143,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,2%,0,354,210,5.0,3.5,0.1,10,190,38,2,35,10,0.5932203389830508,0.16666666666666666,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,2%,1,354,300,13.0,9.0,0.3,40,200,42,2,38,10,0.847457627118644,0.12666666666666668,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Whole,0,354,220,6.0,4.0,0.1,10,190,38,2,35,10,0.6214689265536724,0.1590909090909091,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Whole,1,354,310,14.0,9.0,0.4,40,200,42,2,38,10,0.8757062146892656,0.12258064516129032,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Soy,0,354,200,4.5,2.5,0.0,0,180,37,2,33,10,0.5649717514124294,0.165,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Soy,1,354,290,13.0,7.0,0.3,30,190,40,2,36,10,0.8192090395480226,0.12413793103448276,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Coconut,0,354,200,5.0,4.5,0.0,0,190,37,2,34,10,0.5649717514124294,0.17,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,tall,Coconut,1,354,280,13.0,9.0,0.3,30,190,41,2,37,10,0.7909604519774012,0.13214285714285715,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Nonfat,0,473,270,4.0,3.0,0.0,5,250,53,2,49,15,0.5708245243128964,0.1814814814814815,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Nonfat,1,473,390,15.0,10.0,0.4,45,270,58,2,52,15,0.8245243128964059,0.13333333333333333,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,2%,0,473,290,7.0,5.0,0.1,10,260,53,2,49,15,0.6131078224101479,0.16896551724137931,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,2%,1,473,410,18.0,12.0,0.5,50,270,57,2,52,15,0.8668076109936576,0.12682926829268293,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Whole,0,473,300,8.0,6.0,0.2,15,260,53,2,49,15,0.6342494714587738,0.16333333333333333,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Whole,1,473,420,20.0,13.0,0.5,55,270,57,2,52,15,0.8879492600422833,0.12380952380952381,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Soy,0,473,270,6.0,3.5,0.0,0,250,51,3,45,15,0.5708245243128964,0.16666666666666666,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Soy,1,473,400,17.0,10.0,0.4,40,260,55,3,49,15,0.8456659619450317,0.1225,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Coconut,0,473,270,7.0,6.0,0.0,0,250,51,2,46,15,0.5708245243128964,0.17037037037037037,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,grande,Coconut,1,473,390,18.0,13.0,0.4,40,260,56,3,51,15,0.8245243128964059,0.13076923076923078,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Nonfat,0,709,360,6.0,4.0,0.0,5,350,71,3,66,20,0.5077574047954866,0.18333333333333332,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Nonfat,1,709,480,17.0,11.0,0.4,45,360,76,3,69,20,0.6770098730606487,0.14375,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,2%,0,709,390,9.0,7.0,0.2,15,360,71,3,65,20,0.5500705218617772,0.16666666666666666,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,2%,1,709,510,21.0,14.0,0.5,55,370,76,3,69,20,0.7193229901269393,0.13529411764705881,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Whole,0,709,410,12.0,8.0,0.2,20,350,71,3,65,20,0.5782792665726375,0.15853658536585366,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Whole,1,709,540,23.0,15.0,0.5,60,360,76,3,69,20,0.7616361071932299,0.12777777777777777,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Soy,0,709,370,8.0,4.5,0.0,0,340,68,4,61,20,0.5218617771509168,0.16486486486486487,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Soy,1,709,490,20.0,12.0,0.4,40,350,72,4,64,20,0.691114245416079,0.1306122448979592,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Coconut,0,709,360,10.0,8.0,0.0,0,340,68,3,62,20,0.5077574047954866,0.17222222222222222,Frappuccino
Double Chocolaty Chip Crème Frappuccino Blended,venti,Coconut,1,709,480,21.0,15.0,0.4,40,350,73,3,67,20,0.6770098730606487,0.13958333333333334,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Nonfat,0,354,210,0.2,0.1,0.0,0,170,47,1,46,50,0.5932203389830508,0.21904761904761905,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Nonfat,1,354,290,8.0,5.0,0.2,30,170,50,1,48,50,0.8192090395480226,0.16551724137931034,Frappuccino
Green Tea Crème Frappuccino Blended,tall,2%,0,354,230,2.5,1.5,0.1,10,170,47,1,46,50,0.6497175141242938,0.2,Frappuccino
Green Tea Crème Frappuccino Blended,tall,2%,1,354,310,10.0,6.0,0.3,40,180,50,1,48,50,0.8757062146892656,0.15483870967741936,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Whole,0,354,240,3.5,2.0,0.1,10,170,47,1,46,50,0.6779661016949152,0.19166666666666668,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Whole,1,354,320,12.0,7.0,0.3,40,180,50,1,48,50,0.903954802259887,0.15,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Soy,0,354,220,2.0,0.2,0.0,0,160,46,1,44,50,0.6214689265536724,0.2,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Soy,1,354,300,10.0,5.0,0.2,30,170,48,1,45,50,0.847457627118644,0.15,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Coconut,0,354,210,2.5,2.5,0.0,0,160,46,1,44,50,0.5932203389830508,0.20952380952380953,Frappuccino
Green Tea Crème Frappuccino Blended,tall,Coconut,1,354,290,10.0,7.0,0.2,30,170,48,1,47,50,0.8192090395480226,0.16206896551724137,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Nonfat,0,473,280,0.3,0.1,0.0,5,220,64,1,63,70,0.5919661733615222,0.225,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Nonfat,1,473,400,11.0,7.0,0.3,45,230,68,1,65,70,0.8456659619450317,0.1625,Frappuccino
Green Tea Crème Frappuccino Blended,grande,2%,0,473,300,3.0,1.5,0.1,10,230,64,1,63,70,0.6342494714587738,0.21,Frappuccino
Green Tea Crème Frappuccino Blended,grande,2%,1,473,420,17.0,9.0,0.4,50,240,68,1,65,70,0.8879492600422833,0.15476190476190477,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Whole,0,473,320,4.5,2.5,0.1,15,220,64,1,63,70,0.6765327695560254,0.196875,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Whole,1,473,430,16.0,9.0,0.5,55,230,68,1,65,70,0.9090909090909091,0.1511627906976744,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Soy,0,473,290,2.5,0.3,0.0,0,220,62,2,60,70,0.6131078224101479,0.20689655172413793,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Soy,1,473,400,13.0,7.0,0.3,40,230,65,2,62,70,0.8456659619450317,0.155,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Coconut,0,473,280,3.0,3.0,0.0,0,220,62,1,61,70,0.5919661733615222,0.21785714285714286,Frappuccino
Green Tea Crème Frappuccino Blended,grande,Coconut,1,473,390,14.0,10.0,0.3,40,230,66,1,64,70,0.8245243128964059,0.1641025641025641,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Nonfat,0,709,390,0.4,0.1,0.0,5,310,88,2,86,95,0.5500705218617772,0.2205128205128205,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Nonfat,1,709,500,12.0,7.0,0.3,45,320,91,2,88,95,0.7052186177715092,0.176,Frappuccino
Green Tea Crème Frappuccino Blended,venti,2%,0,709,420,4.0,2.5,0.2,15,320,87,2,86,95,0.5923836389280677,0.20476190476190476,Frappuccino
Green Tea Crème Frappuccino Blended,venti,2%,1,709,530,15.0,10.0,0.5,55,330,91,2,88,95,0.7475317348377997,0.1660377358490566,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Whole,0,709,440,7.0,4.0,0.2,20,310,87,2,86,95,0.6205923836389281,0.19545454545454546,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Whole,1,709,550,18.0,11.0,0.5,60,320,91,2,88,95,0.7757404795486601,0.16,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Soy,0,709,400,3.5,0.4,0.0,0,300,84,2,81,95,0.5641748942172073,0.2025,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Soy,1,709,510,15.0,7.0,0.3,40,310,87,2,83,95,0.7193229901269393,0.1627450980392157,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Coconut,0,709,380,4.5,4.0,0.0,0,300,85,2,82,95,0.535966149506347,0.21578947368421053,Frappuccino
Green Tea Crème Frappuccino Blended,venti,Coconut,1,709,500,16.0,11.0,0.3,40,310,88,2,85,95,0.7052186177715092,0.17,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Nonfat,0,354,140,0.1,0.0,0.0,0,135,30,0,30,20,0.3954802259887006,0.21428571428571427,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Nonfat,1,354,220,8.0,5.0,0.2,30,140,33,0,32,20,0.6214689265536724,0.14545454545454545,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,2%,0,354,150,2.0,1.0,0.1,5,140,30,0,29,20,0.423728813559322,0.19333333333333333,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,2%,1,354,230,10.0,6.0,0.3,35,150,33,0,32,20,0.6497175141242938,0.1391304347826087,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Whole,0,354,160,3.0,1.5,0.1,10,135,30,0,29,20,0.4519774011299435,0.18125,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Whole,1,354,240,11.0,7.0,0.3,40,140,33,0,32,20,0.6779661016949152,0.13333333333333333,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Soy,0,354,140,1.5,0.2,0.0,0,130,29,0,27,20,0.3954802259887006,0.19285714285714287,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Soy,1,354,220,9.0,5.0,0.2,30,140,31,0,30,20,0.6214689265536724,0.13636363636363635,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Coconut,0,354,140,2.0,2.0,0.0,0,135,29,0,28,20,0.3954802259887006,0.2,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,Coconut,1,354,220,10.0,7.0,0.2,30,140,31,0,30,20,0.6214689265536724,0.13636363636363635,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Nonfat,0,473,190,0.1,0.1,0.0,0,180,42,0,41,25,0.40169133192389006,0.21578947368421053,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Nonfat,1,473,300,11.0,7.0,0.3,45,200,45,0,44,25,0.6342494714587738,0.14666666666666667,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,2%,0,473,200,2.0,1.5,0.1,10,190,42,0,41,25,0.42283298097251587,0.205,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,2%,1,473,320,13.0,8.0,0.4,50,200,45,0,44,25,0.6765327695560254,0.1375,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Whole,0,473,220,3.5,2.0,0.1,10,180,42,0,41,25,0.46511627906976744,0.18636363636363637,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Whole,1,473,330,15.0,9.0,0.4,50,200,45,0,44,25,0.6976744186046512,0.13333333333333333,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Soy,0,473,190,2.0,0.2,0.0,0,180,40,0,38,25,0.40169133192389006,0.2,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Soy,1,473,310,13.0,7.0,0.3,40,190,43,0,41,25,0.6553911205073996,0.13225806451612904,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Coconut,0,473,190,2.5,2.5,0.0,0,180,40,0,39,25,0.40169133192389006,0.20526315789473684,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,Coconut,1,473,300,14.0,9.0,0.3,40,190,43,0,42,25,0.6342494714587738,0.14,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Nonfat,0,709,260,0.1,0.1,0.0,5,260,59,0,58,40,0.36671368124118475,0.2230769230769231,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Nonfat,1,709,380,11.0,7.0,0.3,45,270,63,0,61,40,0.535966149506347,0.16052631578947368,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,2%,0,709,290,3.5,2.0,0.1,15,270,59,0,57,40,0.4090267983074753,0.19655172413793104,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,2%,1,709,410,15.0,9.0,0.5,55,280,62,0,61,40,0.5782792665726375,0.14878048780487804,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Whole,0,709,310,6.0,3.0,0.2,15,260,59,0,57,40,0.43723554301833567,0.18387096774193548,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Whole,1,709,420,17.0,10.0,0.5,60,280,62,0,61,40,0.5923836389280677,0.14523809523809525,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Soy,0,709,270,2.5,0.4,0.0,0,260,56,1,53,40,0.38081805359661497,0.1962962962962963,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Soy,1,709,390,14.0,7.0,0.3,40,270,59,1,56,40,0.5500705218617772,0.14358974358974358,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Coconut,0,709,270,4.0,3.5,0.0,0,260,57,0,55,40,0.38081805359661497,0.2037037037037037,Frappuccino
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,Coconut,1,709,380,15.0,11.0,0.3,40,270,60,0,58,40,0.535966149506347,0.15263157894736842,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Nonfat,0,354,170,0.1,0.1,0.0,0,140,38,0,37,0,0.480225988700565,0.21764705882352942,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Nonfat,1,354,250,8.0,5.0,0.2,30,150,41,0,39,0,0.7062146892655368,0.156,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,2%,0,354,180,2.0,1.0,0.1,5,150,38,0,37,0,0.5084745762711864,0.20555555555555555,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,2%,1,354,260,10.0,6.0,0.3,35,160,40,0,39,0,0.7344632768361582,0.15,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Whole,0,354,190,3.0,1.5,0.1,10,140,38,0,37,0,0.536723163841808,0.19473684210526315,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Whole,1,354,270,11.0,7.0,0.3,40,150,40,0,39,0,0.7627118644067796,0.14444444444444443,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Soy,0,354,170,1.5,0.2,0.0,0,140,37,1,35,0,0.480225988700565,0.20588235294117646,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Soy,1,354,250,9.0,5.0,0.2,30,150,39,1,37,0,0.7062146892655368,0.148,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Coconut,0,354,170,2.0,2.0,0.0,0,140,37,0,35,0,0.480225988700565,0.20588235294117646,Frappuccino
Strawberries & Crème Frappuccino Blended,tall,Coconut,1,354,250,10.0,7.0,0.2,30,150,39,0,38,0,0.7062146892655368,0.152,Frappuccino
Strawberries & Crème Frappuccino Blended,grande,Nonfat,0,473,230,0.2,0.1,0.0,0,200,53,0,52,0,0.48625792811839325,0.22608695652173913,Frappuccino
Strawberries & Crème Frappuccino Blended,grande,Nonfat,1,473,340,11.0,7.0,0.3,45,210,56,0,54,0,0.718816067653277,0.1588235294117647,Frappuccino
